date,ingredient,unit,shelf_life_days,supplier_lead_time_days,pack_price_rs,opening_stock,consumption_mean_7d,consumption_std_7d,consumption_mean_14d,consumption_mean_28d,consumption_trend,volatility_ratio,coverage_days,days_since_purchase,incoming_qty_7d,day_of_week,month,festival_effect,is_monsoon,stockout_today,days_to_stockout,risk_class
2025-05-22,Cardamom,kg,240,6,3200,0.9073,0.0222,0.0222,0.0396,0.0456,0.4875,0.9978,40.8059,2,1.0,3,5,none,0,0,38,SAFE
2025-05-22,Cheese Slice,pcs,30,3,22,230.9899,60.9411,12.9544,60.1389,57.6338,1.0574,0.2126,3.7904,5,0.0,3,5,none,0,0,3,URGENT
2025-05-22,Chicken Breast,kg,3,1,420,0.0,6.31,4.2989,5.6126,4.8149,1.3105,0.6813,0.0,4,0.0,3,5,none,0,1,1,URGENT
2025-05-22,Chocolate Cake,pcs,4,2,900,13.0,1.7014,1.1057,1.6396,1.7167,0.9911,0.6499,7.6409,0,0.0,3,5,none,0,0,4,WATCH
2025-05-22,Cocoa Powder,kg,240,5,1200,7.0949,0.5752,0.1793,0.6048,0.5282,1.089,0.3118,12.3338,9,0.0,3,5,none,0,0,9,SAFE
2025-05-22,Coffee Beans,kg,120,5,1800,72.295,4.3695,0.6253,4.5044,4.2488,1.0284,0.1431,16.5452,0,0.0,3,5,none,0,0,16,SAFE
2025-05-22,Cooking Oil,L,180,3,210,6.9967,4.7788,0.7147,4.5158,4.3098,1.1088,0.1496,1.4641,8,37.0,3,5,none,0,0,8,SAFE
2025-05-22,Croissant (frozen),pcs,45,4,55,175.5047,18.2247,6.8327,16.6128,14.9267,1.221,0.3749,9.63,4,0.0,3,5,none,0,0,10,SAFE
2025-05-22,Eggs,pcs,21,2,18,361.3639,22.0613,15.8485,27.2342,27.9212,0.7901,0.7184,16.38,3,0.0,3,5,none,0,0,11,SAFE
2025-05-22,Ginger,kg,14,1,180,3.4193,0.2953,0.0371,0.3158,0.3098,0.9533,0.1255,11.5772,1,0.0,3,5,none,0,0,121,SAFE
2025-05-22,Ice,kg,2,1,60,71.3269,10.3365,6.9337,11.2975,10.5716,0.9778,0.6708,6.9005,1,0.0,3,5,none,0,0,1,URGENT
2025-05-22,Lime,kg,10,1,140,13.0,1.6765,0.3382,1.8865,1.9153,0.8753,0.2017,7.7544,4,0.0,3,5,none,0,0,45,SAFE
2025-05-22,Masala Mix,kg,180,4,900,1.9826,0.1967,0.0254,0.1821,0.1942,1.0129,0.1291,10.078,7,0.0,3,5,none,0,0,58,SAFE
2025-05-22,Milk,L,4,1,95,350.3257,50.1534,32.6875,52.6806,51.5453,0.973,0.6518,6.9851,1,0.0,3,5,none,0,0,9,SAFE
2025-05-22,Momo Wrapper,pcs,5,2,180,11100.0,1272.9445,536.3756,1198.2,1015.7694,1.2532,0.4214,8.7199,0,0.0,3,5,none,0,0,5,WATCH
2025-05-22,Noodles,kg,120,3,150,56.5923,7.7409,3.4607,9.2353,8.3955,0.922,0.4471,7.3108,5,0.0,3,5,none,0,0,12,SAFE
2025-05-22,Onion,kg,21,2,90,62.217,8.9376,1.0225,9.3594,9.029,0.9899,0.1144,6.9613,3,0.0,3,5,none,0,0,16,SAFE
2025-05-22,Potato,kg,30,2,70,78.0515,10.3585,2.1719,10.4391,10.3416,1.0016,0.2097,7.535,9,0.0,3,5,none,0,0,52,SAFE
2025-05-22,Soda Water,L,180,3,70,23.7951,10.4279,2.1034,10.5132,11.3994,0.9148,0.2017,2.2819,8,72.0,3,5,none,0,0,1,URGENT
2025-05-22,Sugar,kg,365,3,110,85.3063,6.0897,0.7679,6.3173,6.2267,0.978,0.1261,14.0084,5,0.0,3,5,none,0,0,36,SAFE
2025-05-22,Tea Leaves,kg,365,3,650,7.6917,1.3994,0.245,1.5035,1.5063,0.929,0.1751,5.4964,5,0.0,3,5,none,0,0,12,SAFE
2025-05-22,Wheat Flour,kg,90,3,85,7.1849,1.3066,0.2098,1.4835,1.4033,0.931,0.1606,5.4991,5,0.0,3,5,none,0,0,3,URGENT
2025-05-22,Yoghurt,kg,6,1,160,16.9793,5.39,3.5434,6.2305,7.1265,0.7563,0.6574,3.1501,4,0.0,3,5,none,0,0,2,URGENT
2025-05-23,Bread Loaf,pcs,3,1,75,25.2818,4.5639,4.3299,6.2835,6.2387,0.7316,0.9487,5.5395,2,30.0,4,5,none,0,0,7,WATCH
2025-05-23,Buff Mince,kg,3,1,480,0.0,3.9666,3.4585,4.7697,5.2141,0.7607,0.8719,0.0,5,40.0,4,5,none,0,1,1,URGENT
2025-05-23,Burger Bun,pcs,4,1,30,183.798,29.253,8.0712,23.8263,23.1058,1.266,0.2759,6.2831,2,0.0,4,5,none,0,0,2,URGENT
2025-05-23,Butter,kg,60,3,780,1.6443,0.4007,0.0771,0.3751,0.3718,1.0776,0.1924,4.1037,6,3.0,4,5,none,0,0,24,SAFE
2025-05-23,Cabbage,kg,8,1,60,56.3856,11.1097,1.567,11.4537,10.9305,1.0164,0.141,5.0753,5,69.0,4,5,none,0,0,15,SAFE
2025-05-23,Cardamom,kg,240,6,3200,1.8581,0.0312,0.0286,0.0404,0.0466,0.668,0.9182,59.6391,0,0.0,4,5,none,0,0,37,SAFE
2025-05-23,Cheese Slice,pcs,30,3,22,164.5637,60.9111,12.94,59.5306,58.3826,1.0433,0.2124,2.7017,6,512.0,4,5,none,0,0,2,URGENT
2025-05-23,Chicken Breast,kg,3,1,420,0.0,4.8057,4.4002,5.6126,4.5897,1.0471,0.9156,0.0,5,49.0,4,5,none,0,1,4,WATCH
2025-05-23,Chocolate Cake,pcs,4,2,900,10.1268,1.7695,1.1643,1.8504,1.7496,1.0113,0.658,5.7231,1,0.0,4,5,none,0,0,3,URGENT
2025-05-23,Cocoa Powder,kg,240,5,1200,6.5324,0.6273,0.2379,0.6163,0.5436,1.1538,0.3792,10.4142,10,0.0,4,5,none,0,0,8,SAFE
2025-05-23,Coffee Beans,kg,120,5,1800,67.7786,4.4088,0.6799,4.5004,4.294,1.0267,0.1542,15.3734,1,0.0,4,5,none,0,0,15,SAFE
2025-05-23,Cooking Oil,L,180,3,210,38.6254,4.9069,0.8737,4.532,4.3774,1.121,0.178,7.8716,0,0.0,4,5,none,0,0,7,WATCH
2025-05-23,Croissant (frozen),pcs,45,4,55,159.2543,16.6757,5.8921,16.2932,15.2371,1.0944,0.3533,9.5501,5,0.0,4,5,none,0,0,9,SAFE
2025-05-23,Eggs,pcs,21,2,18,317.5708,27.3057,13.5941,27.3242,28.524,0.9573,0.4979,11.6302,4,0.0,4,5,none,0,0,10,SAFE
2025-05-23,Ginger,kg,14,1,180,3.1257,0.3133,0.0683,0.3219,0.3158,0.992,0.2181,9.9762,2,0.0,4,5,none,0,0,120,SAFE
2025-05-23,Ice,kg,2,1,60,0.0,7.6754,6.8145,10.0541,10.0074,0.767,0.8878,0.0,2,80.0,4,5,none,0,1,3,URGENT
2025-05-23,Lime,kg,10,1,140,11.5068,1.829,0.5795,1.9337,1.9486,0.9386,0.3168,6.2912,5,0.0,4,5,none,0,0,44,SAFE
2025-05-23,Masala Mix,kg,180,4,900,1.7912,0.2083,0.0454,0.1859,0.1982,1.0511,0.218,8.5985,8,0.0,4,5,none,0,0,57,SAFE
2025-05-23,Milk,L,4,1,95,281.2134,52.5336,35.325,53.1051,52.7495,0.9959,0.6724,5.353,2,342.0,4,5,none,0,0,8,SAFE
2025-05-23,Momo Wrapper,pcs,5,2,180,9458.7494,1294.4171,551.8709,1323.3064,1026.2428,1.2613,0.4263,7.3073,1,0.0,4,5,none,0,0,4,WATCH
2025-05-23,Noodles,kg,120,3,150,45.8137,9.4,1.6753,9.2621,8.5457,1.1,0.1782,4.8738,6,60.0,4,5,none,0,0,11,SAFE
2025-05-23,Onion,kg,21,2,90,52.5961,9.0085,1.1262,9.2987,9.1154,0.9883,0.125,5.8385,4,0.0,4,5,none,0,0,15,SAFE
2025-05-23,Potato,kg,30,2,70,64.7903,11.1121,2.726,10.5712,10.5375,1.0545,0.2453,5.8306,10,0.0,4,5,none,0,0,51,SAFE
2025-05-23,Soda Water,L,180,3,70,14.4368,10.7538,2.4875,10.5115,11.4292,0.9409,0.2313,1.3425,9,180.0,4,5,none,0,1,17,SAFE
2025-05-23,Sugar,kg,365,3,110,79.1851,6.2465,1.075,6.3831,6.3248,0.9876,0.1721,12.6767,6,0.0,4,5,none,0,0,35,SAFE
2025-05-23,Tea Leaves,kg,365,3,650,6.1518,1.5577,0.2596,1.5116,1.5322,1.0167,0.1666,3.9492,6,12.0,4,5,none,0,0,11,SAFE
2025-05-23,Wheat Flour,kg,90,3,85,6.0444,1.5008,0.4746,1.5336,1.4283,1.0508,0.3162,4.0275,6,12.0,4,5,none,0,0,2,URGENT
2025-05-23,Yoghurt,kg,6,1,160,9.2699,6.6141,2.8897,6.2995,7.1768,0.9216,0.4369,1.4015,5,66.0,4,5,none,0,0,1,URGENT
2025-05-24,Bread Loaf,pcs,3,1,75,30.0,4.9974,4.6915,6.3093,6.2694,0.7971,0.9388,6.0031,0,0.0,5,5,none,0,0,6,WATCH
2025-05-24,Buff Mince,kg,3,1,480,0.0,3.0202,3.5077,4.7697,4.9525,0.6098,1.1614,0.0,6,40.0,5,5,none,0,1,1,URGENT
2025-05-24,Burger Bun,pcs,4,1,30,153.5353,28.8258,7.6819,24.5814,24.3459,1.184,0.2665,5.3263,3,0.0,5,5,none,0,0,1,URGENT
2025-05-24,Butter,kg,60,3,780,1.1951,0.4121,0.0852,0.3773,0.3754,1.0976,0.2068,2.9004,7,3.0,5,5,none,0,0,23,SAFE
2025-05-24,Cabbage,kg,8,1,60,111.6987,11.3235,1.8324,11.5326,11.0535,1.0244,0.1618,9.8643,0,0.0,5,5,none,0,0,14,SAFE
2025-05-24,Cardamom,kg,240,6,3200,1.7819,0.0406,0.0276,0.0402,0.0468,0.8664,0.681,43.9403,1,0.0,5,5,none,0,0,36,SAFE
2025-05-24,Cheese Slice,pcs,30,3,22,97.5214,61.953,13.6806,60.21,59.0021,1.05,0.2208,1.5741,7,512.0,5,5,none,0,0,1,URGENT
2025-05-24,Chicken Breast,kg,3,1,420,49.0,4.8819,4.4894,6.3494,4.6983,1.0391,0.9196,10.037,0,0.0,5,5,none,0,0,3,URGENT
2025-05-24,Chocolate Cake,pcs,4,2,900,7.177,1.8776,1.2353,1.7529,1.8029,1.0414,0.6579,3.8224,2,0.0,5,5,none,0,0,2,URGENT
2025-05-24,Cocoa Powder,kg,240,5,1200,5.5145,0.6363,0.2475,0.6295,0.5584,1.1395,0.389,8.666,11,0.0,5,5,none,0,0,7,WATCH
2025-05-24,Coffee Beans,kg,120,5,1800,62.3459,4.4622,0.7368,4.4713,4.3205,1.0328,0.1651,13.9721,2,0.0,5,5,none,0,0,14,SAFE
2025-05-24,Cooking Oil,L,180,3,210,32.3486,5.0366,1.0314,4.6156,4.4538,1.1308,0.2048,6.4228,1,0.0,5,5,none,0,0,6,WATCH
2025-05-24,Croissant (frozen),pcs,45,4,55,143.3626,15.799,4.6003,16.7185,15.6463,1.0098,0.2912,9.0742,6,0.0,5,5,none,0,0,8,SAFE
2025-05-24,Eggs,pcs,21,2,18,280.8604,32.9566,8.2337,27.3618,28.6535,1.1502,0.2498,8.5221,5,0.0,5,5,none,0,0,9,SAFE
2025-05-24,Ginger,kg,14,1,180,2.6668,0.319,0.0737,0.3223,0.3174,1.0051,0.2311,8.3596,3,0.0,5,5,none,0,0,119,SAFE
2025-05-24,Ice,kg,2,1,60,80.0,10.2423,6.824,9.8747,10.6492,0.9618,0.6663,7.8108,0,0.0,5,5,none,0,0,2,URGENT
2025-05-24,Lime,kg,10,1,140,8.4942,1.8166,0.5732,1.9025,1.9584,0.9276,0.3155,4.6758,6,0.0,5,5,none,0,0,43,SAFE
2025-05-24,Masala Mix,kg,180,4,900,1.487,0.2122,0.0492,0.1988,0.1994,1.064,0.2318,7.009,9,0.0,5,5,none,0,0,56,SAFE
2025-05-24,Milk,L,4,1,95,525.8557,53.4035,36.0853,52.9472,53.2314,1.0032,0.6757,9.8468,0,0.0,5,5,none,0,0,7,WATCH
2025-05-24,Momo Wrapper,pcs,5,2,180,7707.2598,1372.386,609.7937,1336.3439,1048.8109,1.3085,0.4443,5.616,2,0.0,5,5,none,0,0,3,URGENT
2025-05-24,Noodles,kg,120,3,150,34.1998,9.5513,1.8344,9.3223,8.6598,1.1029,0.1921,3.5807,7,60.0,5,5,none,0,0,10,SAFE
2025-05-24,Onion,kg,21,2,90,41.8035,9.3268,1.5002,9.3833,9.2358,1.0099,0.1608,4.4821,5,0.0,5,5,none,0,0,14,SAFE
2025-05-24,Potato,kg,30,2,70,49.617,11.2776,2.9029,10.7168,10.7043,1.0536,0.2574,4.3996,11,0.0,5,5,none,0,0,50,SAFE
2025-05-24,Soda Water,L,180,3,70,72.0,10.6878,2.4253,10.3187,11.4954,0.9297,0.2269,6.7366,0,108.0,5,5,none,0,0,16,SAFE
2025-05-24,Sugar,kg,365,3,110,70.6638,6.3273,1.146,6.3644,6.371,0.9932,0.1811,11.168,7,0.0,5,5,none,0,0,34,SAFE
2025-05-24,Tea Leaves,kg,365,3,650,4.0958,1.5721,0.275,1.5142,1.5403,1.0207,0.1749,2.6053,7,12.0,5,5,none,0,0,10,SAFE
2025-05-24,Wheat Flour,kg,90,3,85,3.4945,1.6207,0.6186,1.6262,1.4718,1.1011,0.3817,2.1562,7,12.0,5,5,none,0,0,1,URGENT
2025-05-24,Yoghurt,kg,6,1,160,0.0,6.6141,2.8897,5.6202,6.9373,0.9534,0.4369,0.0,6,66.0,5,5,none,0,1,1,URGENT
2025-05-25,Bread Loaf,pcs,3,1,75,19.9387,5.8223,4.2248,6.1872,6.4756,0.8991,0.7256,3.4246,1,0.0,6,5,none,0,0,5,WATCH
2025-05-25,Buff Mince,kg,3,1,480,0.0,2.1155,3.3498,4.7697,4.6714,0.4529,1.5834,0.0,7,40.0,6,5,none,0,1,1,URGENT
2025-05-25,Burger Bun,pcs,4,1,30,0.0,26.424,12.3017,23.2358,23.4432,1.1272,0.4655,0.0,4,0.0,6,5,none,0,1,1,URGENT
2025-05-25,Butter,kg,60,3,780,0.691,0.4066,0.0917,0.3718,0.3753,1.0834,0.2254,1.6994,8,3.0,6,5,none,0,0,22,SAFE
2025-05-25,Cabbage,kg,8,1,60,97.6237,11.4136,1.7313,11.5755,11.0729,1.0308,0.1517,8.5533,1,0.0,6,5,none,0,0,13,SAFE
2025-05-25,Cardamom,kg,240,6,3200,1.7161,0.0462,0.0223,0.039,0.0466,0.9908,0.4827,37.1763,2,0.0,6,5,none,0,0,35,SAFE
2025-05-25,Cheese Slice,pcs,30,3,22,22.9812,59.5461,18.1222,58.3396,58.1129,1.0247,0.3043,0.3859,8,512.0,6,5,none,0,1,10,SAFE
2025-05-25,Chicken Breast,kg,3,1,420,38.6849,5.1182,4.5409,6.3455,4.9415,1.0358,0.8872,7.5583,1,0.0,6,5,none,0,0,2,URGENT
2025-05-25,Chocolate Cake,pcs,4,2,900,4.1874,1.7909,1.248,1.7184,1.7843,1.0037,0.6968,2.3381,3,0.0,6,5,none,0,0,1,URGENT
2025-05-25,Cocoa Powder,kg,240,5,1200,4.5917,0.6606,0.2556,0.6611,0.5565,1.1873,0.3868,6.9503,12,0.0,6,5,none,0,0,6,WATCH
2025-05-25,Coffee Beans,kg,120,5,1800,56.9679,4.5159,0.6574,4.4544,4.3082,1.0482,0.1456,12.615,3,0.0,6,5,none,0,0,13,SAFE
2025-05-25,Cooking Oil,L,180,3,210,25.7642,5.0626,0.9993,4.5691,4.4465,1.1386,0.1974,5.0891,2,0.0,6,5,none,0,0,5,WATCH
2025-05-25,Croissant (frozen),pcs,45,4,55,122.4632,14.533,4.69,16.4659,15.5651,0.9337,0.3227,8.4266,7,0.0,6,5,none,0,0,7,WATCH
2025-05-25,Eggs,pcs,21,2,18,241.3038,33.0672,8.099,26.871,28.6757,1.1531,0.2449,7.2974,6,0.0,6,5,none,0,0,8,SAFE
2025-05-25,Ginger,kg,14,1,180,2.2634,0.3172,0.0755,0.3157,0.3161,1.0035,0.2381,7.1347,4,0.0,6,5,none,0,0,118,SAFE
2025-05-25,Ice,kg,2,1,60,62.0316,10.5827,6.8727,10.7735,10.5944,0.9989,0.6494,5.8616,1,0.0,6,5,none,0,0,1,URGENT
2025-05-25,Lime,kg,10,1,140,6.4215,1.9512,0.4841,1.9188,1.9657,0.9927,0.2481,3.2911,7,0.0,6,5,none,0,0,42,SAFE
2025-05-25,Masala Mix,kg,180,4,900,1.217,0.211,0.0503,0.21,0.1985,1.063,0.2385,5.7669,10,0.0,6,5,none,0,0,55,SAFE
2025-05-25,Milk,L,4,1,95,342.0,53.2311,36.054,52.711,52.9445,1.0054,0.6773,6.4248,1,0.0,6,5,none,0,0,6,WATCH
2025-05-25,Momo Wrapper,pcs,5,2,180,5669.4689,1373.4338,609.5921,1328.1599,1093.7844,1.2557,0.4438,4.128,3,0.0,6,5,none,0,0,2,URGENT
2025-05-25,Noodles,kg,120,3,150,22.3482,9.7383,1.5971,9.3207,8.6525,1.1255,0.164,2.2949,8,60.0,6,5,none,0,0,9,SAFE
2025-05-25,Onion,kg,21,2,90,29.9789,9.384,1.4227,9.3517,9.2145,1.0184,0.1516,3.1947,6,0.0,6,5,none,0,0,13,SAFE
2025-05-25,Potato,kg,30,2,70,34.8338,11.2907,2.8891,11.1029,10.6756,1.0576,0.2559,3.0852,12,0.0,6,5,none,0,0,49,SAFE
2025-05-25,Soda Water,L,180,3,70,59.1924,11.5814,1.7978,10.4554,11.5399,1.0036,0.1552,5.111,1,108.0,6,5,none,0,0,15,SAFE
2025-05-25,Sugar,kg,365,3,110,63.1193,6.3318,1.1412,6.3408,6.3319,1.0,0.1802,9.9687,8,0.0,6,5,none,0,0,33,SAFE
2025-05-25,Tea Leaves,kg,365,3,650,2.1931,1.5598,0.2892,1.4963,1.5327,1.0177,0.1854,1.406,8,12.0,6,5,none,0,0,9,SAFE
2025-05-25,Wheat Flour,kg,90,3,85,0.8573,1.5527,0.6705,1.576,1.472,1.0549,0.4318,0.5521,8,12.0,6,5,none,0,1,33,SAFE
2025-05-25,Yoghurt,kg,6,1,160,0.0,5.8332,3.7151,5.1244,6.6484,0.8774,0.6369,0.0,7,66.0,6,5,none,0,1,1,URGENT
2025-05-26,Bread Loaf,pcs,3,1,75,14.1646,6.7039,3.4994,5.94,6.696,1.0012,0.522,2.1129,2,60.0,0,5,none,0,0,4,WATCH
2025-05-26,Buff Mince,kg,3,1,480,0.0,1.106,2.7091,4.0942,4.4535,0.2483,2.4495,0.0,8,52.0,0,5,none,0,1,4,WATCH
2025-05-26,Burger Bun,pcs,4,1,30,0.0,20.6263,13.7412,20.8811,22.6366,0.9112,0.6662,0.0,5,207.0,0,5,none,0,1,5,WATCH
2025-05-26,Butter,kg,60,3,780,3.405,0.3886,0.0983,0.3606,0.3791,1.0252,0.2529,8.7626,0,0.0,0,5,none,0,0,21,SAFE
2025-05-26,Cabbage,kg,8,1,60,69.0,11.3188,1.8307,11.302,11.0956,1.0201,0.1617,6.0961,2,0.0,0,5,none,0,0,12,SAFE
2025-05-26,Cardamom,kg,240,6,3200,1.6769,0.0541,0.0119,0.0387,0.0473,1.144,0.22,30.9977,3,0.0,0,5,none,0,0,34,SAFE
2025-05-26,Cheese Slice,pcs,30,3,22,512.0,56.9515,17.0355,57.3266,58.8733,0.9674,0.2991,8.9901,0,0.0,0,5,none,0,0,9,SAFE
2025-05-26,Chicken Breast,kg,3,1,420,31.874,4.9115,4.3658,6.2266,5.2295,0.9392,0.8889,6.4897,2,0.0,0,5,none,0,0,1,URGENT
2025-05-26,Chocolate Cake,pcs,4,2,900,0.0,1.4517,1.3608,1.588,1.7166,0.8457,0.9374,0.0,4,15.0,0,5,none,0,1,1,URGENT
2025-05-26,Cocoa Powder,kg,240,5,1200,3.7752,0.6525,0.2612,0.6311,0.5546,1.1764,0.4003,5.7861,13,0.0,0,5,none,0,0,5,WATCH
2025-05-26,Coffee Beans,kg,120,5,1800,53.3211,4.4648,0.6798,4.3879,4.3156,1.0346,0.1523,11.9427,4,0.0,0,5,none,0,0,12,SAFE
2025-05-26,Cooking Oil,L,180,3,210,21.878,5.0781,0.9902,4.5476,4.4745,1.1349,0.195,4.3083,3,34.0,0,5,none,0,0,4,WATCH
2025-05-26,Croissant (frozen),pcs,45,4,55,112.0575,13.627,4.7728,16.1682,15.4742,0.8806,0.3502,8.2232,8,0.0,0,5,none,0,0,6,WATCH
2025-05-26,Eggs,pcs,21,2,18,217.854,31.7446,8.631,25.8855,29.0957,1.091,0.2719,6.8627,7,0.0,0,5,none,0,0,7,WATCH
2025-05-26,Ginger,kg,14,1,180,2.0281,0.3265,0.0727,0.3143,0.32,1.0203,0.2226,6.2107,5,0.0,0,5,none,0,0,117,SAFE
2025-05-26,Ice,kg,2,1,60,0.0,8.3599,7.3996,9.4875,10.1266,0.8255,0.8851,0.0,2,85.0,0,5,none,0,1,3,URGENT
2025-05-26,Lime,kg,10,1,140,4.4168,1.9575,0.4791,1.8926,1.9731,0.9921,0.2448,2.2564,8,17.0,0,5,none,0,0,41,SAFE
2025-05-26,Masala Mix,kg,180,4,900,1.0605,0.2172,0.0487,0.2087,0.2012,1.0795,0.2241,4.8831,11,2.0,0,5,none,0,0,54,SAFE
2025-05-26,Milk,L,4,1,95,282.7419,62.795,28.8185,51.8538,55.3355,1.1348,0.4589,4.5026,2,413.0,0,5,none,0,0,5,WATCH
2025-05-26,Momo Wrapper,pcs,5,2,180,4410.2107,1350.2572,613.5157,1280.6612,1135.8271,1.1888,0.4544,3.2662,4,10300.0,0,5,none,0,0,1,URGENT
2025-05-26,Noodles,kg,120,3,150,74.226,9.7592,1.5878,9.1823,8.7369,1.117,0.1627,7.6057,0,0.0,0,5,none,0,0,8,SAFE
2025-05-26,Onion,kg,21,2,90,22.402,9.2701,1.5173,9.1213,9.242,1.003,0.1637,2.4166,7,79.0,0,5,none,0,0,12,SAFE
2025-05-26,Potato,kg,30,2,70,26.5592,11.5182,2.7348,10.8921,10.7253,1.0739,0.2374,2.3059,13,99.0,0,5,none,0,0,48,SAFE
2025-05-26,Soda Water,L,180,3,70,154.4129,11.545,1.8341,10.4438,11.5733,0.9976,0.1589,13.3748,0,0.0,0,5,none,0,0,14,SAFE
2025-05-26,Sugar,kg,365,3,110,58.0015,6.3329,1.1406,6.2429,6.3587,0.9959,0.1801,9.1587,9,0.0,0,5,none,0,0,32,SAFE
2025-05-26,Tea Leaves,kg,365,3,650,12.9956,1.5712,0.2844,1.482,1.5445,1.0173,0.181,8.2713,0,0.0,0,5,none,0,0,8,SAFE
2025-05-26,Wheat Flour,kg,90,3,85,12.0,1.6071,0.6595,1.5431,1.4959,1.0743,0.4104,7.467,0,0.0,0,5,none,0,0,32,SAFE
2025-05-26,Yoghurt,kg,6,1,160,0.0,4.6573,4.0569,4.4482,6.4065,0.727,0.8711,0.0,8,113.0,0,5,none,0,1,7,WATCH
2025-05-27,Bread Loaf,pcs,3,1,75,60.0,7.5157,2.3056,5.7804,6.899,1.0894,0.3068,7.9833,0,0.0,1,5,none,0,0,3,URGENT
2025-05-27,Buff Mince,kg,3,1,480,52.0,0.7988,1.9566,3.9837,4.3844,0.1822,2.4495,65.098,0,0.0,1,5,none,0,0,3,URGENT
2025-05-27,Burger Bun,pcs,4,1,30,207.0,18.3588,12.6849,22.1462,22.2277,0.8259,0.6909,11.2753,0,0.0,1,5,none,0,0,4,WATCH
2025-05-27,Butter,kg,60,3,780,3.1054,0.3726,0.1064,0.3528,0.3725,1.0003,0.2855,8.3335,1,0.0,1,5,none,0,0,20,SAFE
2025-05-27,Cabbage,kg,8,1,60,59.8322,10.9734,1.9585,11.0888,11.0629,0.9919,0.1785,5.4525,3,0.0,1,5,none,0,0,11,SAFE
2025-05-27,Cardamom,kg,240,6,3200,1.6213,0.0549,0.0116,0.0388,0.0477,1.1521,0.2106,29.5209,4,0.0,1,5,none,0,0,33,SAFE
2025-05-27,Cheese Slice,pcs,30,3,22,455.4695,52.7985,17.0824,55.5442,57.906,0.9118,0.3235,8.6266,1,0.0,1,5,none,0,0,8,SAFE
2025-05-27,Chicken Breast,kg,3,1,420,0.0,3.5984,4.2621,5.432,5.2295,0.6881,1.1844,0.0,3,0.0,1,5,none,0,1,1,URGENT
2025-05-27,Chocolate Cake,pcs,4,2,900,0.0,1.4517,1.3608,1.3713,1.7166,0.8457,0.9374,0.0,5,15.0,1,5,none,0,1,1,URGENT
2025-05-27,Cocoa Powder,kg,240,5,1200,3.3258,0.6852,0.2148,0.6287,0.5476,1.2513,0.3134,4.8534,14,0.0,1,5,none,0,0,4,WATCH
2025-05-27,Coffee Beans,kg,120,5,1800,49.3027,4.3584,0.714,4.3482,4.3007,1.0134,0.1638,11.3122,5,0.0,1,5,none,0,0,11,SAFE
2025-05-27,Cooking Oil,L,180,3,210,17.3339,4.9227,1.0766,4.8248,4.4511,1.106,0.2187,3.5212,4,34.0,1,5,none,0,0,3,URGENT
2025-05-27,Croissant (frozen),pcs,45,4,55,101.5807,14.2127,3.8944,15.9524,15.3281,0.9272,0.274,7.1472,9,0.0,1,5,none,0,0,5,WATCH
2025-05-27,Eggs,pcs,21,2,18,193.4414,29.945,9.0523,25.2187,28.5236,1.0498,0.3023,6.4599,8,0.0,1,5,none,0,0,6,WATCH
2025-05-27,Ginger,kg,14,1,180,1.6964,0.3301,0.0712,0.3144,0.3222,1.0243,0.2157,5.1392,6,0.0,1,5,none,0,0,116,SAFE
2025-05-27,Ice,kg,2,1,60,85.0,10.1543,6.6386,9.1977,10.5752,0.9602,0.6538,8.3709,0,0.0,1,5,none,0,0,2,URGENT
2025-05-27,Lime,kg,10,1,140,19.8235,1.9706,0.4703,1.8505,1.9599,1.0055,0.2386,10.0597,0,0.0,1,5,none,0,0,40,SAFE
2025-05-27,Masala Mix,kg,180,4,900,0.8382,0.2182,0.0483,0.2087,0.2023,1.0784,0.2213,3.8418,12,2.0,1,5,none,0,0,53,SAFE
2025-05-27,Milk,L,4,1,95,628.7944,71.4618,13.8825,56.1872,57.5022,1.2428,0.1943,8.799,0,0.0,1,5,none,0,0,4,WATCH
2025-05-27,Momo Wrapper,pcs,5,2,180,0.0,1123.855,760.0922,1185.9567,1135.8271,0.9895,0.6763,0.0,5,10300.0,1,5,none,0,1,6,WATCH
2025-05-27,Noodles,kg,120,3,150,65.1122,9.517,1.74,8.7438,8.7075,1.093,0.1828,6.8417,1,0.0,1,5,none,0,0,7,WATCH
2025-05-27,Onion,kg,21,2,90,14.6945,8.9597,1.6651,8.9459,9.1904,0.9749,0.1858,1.6401,8,79.0,1,5,none,0,0,11,SAFE
2025-05-27,Potato,kg,30,2,70,16.2658,11.2455,2.8729,10.6274,10.7079,1.0502,0.2555,1.4464,14,99.0,1,5,none,0,0,47,SAFE
2025-05-27,Soda Water,L,180,3,70,144.7867,11.651,1.7451,11.1914,11.4907,1.0139,0.1498,12.427,1,0.0,1,5,none,0,0,13,SAFE
2025-05-27,Sugar,kg,365,3,110,52.2793,6.2657,1.1849,6.1862,6.3288,0.99,0.1891,8.3437,10,0.0,1,5,none,0,0,31,SAFE
2025-05-27,Tea Leaves,kg,365,3,650,11.5094,1.5483,0.2948,1.4759,1.5418,1.0042,0.1904,7.4337,1,0.0,1,5,none,0,0,7,WATCH
2025-05-27,Wheat Flour,kg,90,3,85,10.3642,1.5693,0.685,1.4936,1.4765,1.0628,0.4365,6.6044,1,0.0,1,5,none,0,0,31,SAFE
2025-05-27,Yoghurt,kg,6,1,160,113.0,4.2502,3.7463,4.2758,6.2865,0.6761,0.8814,26.5868,0,0.0,1,5,none,0,0,6,WATCH
